swap_pair,swap_pair_address,liquidity_USD,token_0_symbol,token_0_address,token_0_decimals,token_0_totalSupply,token_1_symbol,token_1_address,token_1_decimals,token_1_totalSupply
YMN-WBNB,0xee979a9fc4ea4c4ece69b83fc3c2e4482e7fcebe,0,YMN,0x716444ad5830357111afbe67645bde51acd0809f,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MWT-WBNB,0xdea38ecef9c13049843189ce527a2416e099af4d,0.001,MWT,0x9b1f9f8482670931c52c231d61ee7b7c6232f742,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
NEAR-ETH,0x4618376733b3d7c24077d7af9be692d872c98407,0.001,NEAR,0x1fa4a73a3f0133f0025378af00236f3abdee5d63,18,18792,ETH,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,18792
USDT-GNT,0xcec4054d2cb5f4a7f651de168dbd1d76976a11f6,0.001,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,GNT,0xf750a26eb0acf95556e8529e72ed530f3b60f348,18,18792
WBNB-UA🇺🇦,0x603ed3c70a26d157533a0276867762afb4b07a83,0.001,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,UA🇺🇦,0xf92c90af96fb3be7f456fe1af90937cbdc1fe7f0,18,18792
WBNB-FF,0x4409bb5b973d8e860d64b3224dfc9151a65ff6a1,0.001,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,FF,0xc0f0f86ee00827eb7b91627638395f53c450f2e1,9,18792
KVT-WBNB,0x2b6006a5ca0cd6e837792cd8c162103af8dba3e6,0.001,KVT,0x04365cfab15c6ed2167cbf7ebfd0d1c6f2c90d9b,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-MATIC,0x133bea1856ab21aea0f9ab47ce8bcbbf87da61fe,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,MATIC,0xcc42724c6683b7e57334c4e856f4c9965ed682bd,18,18792
UNFI-WBNB,0x61659effc55624277d974dda6730e6c251bf1d12,0,UNFI,0x728c5bac3c3e370e372fc4671f9ef6916b814d8b,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Badger-WBNB,0x9240d15d671ed815734bec90691e4f40de2be605,0,Badger,0x783ae92c2356c3f4f7ead9e845253395e2c4a58b,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-HUP,0xf76138469eb724b830be80a516bd858d227421df,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,HUP,0xbfd983790b35adb10594bdc38782072073bfef9c,15,18792
YOOSHI-WBNB,0xbf91f0e16568d789380928e7f61d8b3865943c5b,0,YOOSHI,0x02ff5065692783374947393723dba9599e59f591,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
DIU-WBNB,0x88d91c0e23bcdb2a3b69dedb1ea5b1acafb85f32,0.001,DIU,0xadbd141baa50638aa8bc3b66903f1b2daacda813,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-AMO,0x9af9b49540783a524c3f44c50ad66dde8d97a92c,0.001,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,AMO,0xbe5729833d61ec3e5c0c5378b210be0a6569cc5a,18,18792
ULKR-WBNB,0x3bc59dc4167c719e11e210c87fe69c4ab1b56855,0,ULKR,0x9f96f588ccd5143206130c9a8d4969129f7d9913,0,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-HERO,0x5cd50bb6e887b47af803f7bfb6382ff6042104a2,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,HERO,0xd40bedb44c081d2935eeba6ef5a3c8a31a1bbe13,18,18792
ONI-BUSD,0x612623807e0fcced4852a5851e46f2ccb8c635ea,0,ONI,0x6c77bb19c69d66bea9e3cdaea108a76ea8d2fd2a,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
QTBC-WBNB,0x24dca0d5aa148f51752edce7fe035486d76c2d38,0.001,QTBC,0x6f01d7040c9f0956eacb99a0617982259938c720,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BB-WBNB,0xf3f22a189eacbab8efb69b80fb892421e6ca17d2,0,BB,0x27fe34ff3280def2a3b16bb8c21383199075e2f1,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-SPR,0x4b5cc1d39b3b7479b08acfec6eb4ee6a18b3e2ad,0.001,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,SPR,0xfe61e15621dafc8d338bc7497940a4244f034f35,5,18792
ICZ-WBNB,0xece46269a34483b4cb98b1608b6d96d116bc4421,0,ICZ,0x718f7957a1d69883dba8f3150dfc10ee97617f34,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
DOGG-WBNB,0xcb367d5457fbad783f136353fb81311a51977930,0.001,DOGG,0x4b2cc8bfc56460ea0d6d9cf77c5b67ce5978638a,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-PAYME,0x3d380e8e81de4d2a585275c8d65dbe889f76cf96,0,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,PAYME,0xbeecd9dfbbff6d583767e3c561a886079327c0e4,18,18792
WBNB-AGX,0x44d81caf5d9005b5b9dd3c7323ac2d8cef35874a,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,AGX,0xdbfd69cc63cdd5bb1591c9ef4b535bb23a94335a,8,18792
GVNT-WBNB,0x42f1d83a821606046218fc17b5c688faad4ecf0a,0,GVNT,0x1f0a3fd79617ee9cf1d02aaf08c550865040bb71,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-wBnB,0x6510f6c04d32840c88c926a9df2f76e09830dcf9,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,wBnB,0xec80ce6ec16b0c8bef97ca0dc9ea3d605977dc0d,8,18792
GORG-WBNB,0xb4d114ae189717b901be9d354ed6ba44f298f6b7,0,GORG,0x9f800446066a940abbbaba96130e8bc2f0193afa,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BRYN-WBNB,0x1f1fa559a1c810242bca0657d860c3321deec088,0,BRYN,0x2f88fabf9ab8d01c301eb7168b2a7b4cae09eb2e,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
CBN-BUSD,0x51a9eff1b7d8bb32759090c156db362e6717f229,0,CBN,0x2f14091926e346d88264eaa903c5011957496019,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
WLNG-WBNB,0x23197dbd3af85c40ad3bdbee3b5d49358bbb17d5,0,WLNG,0xa49d72c0e11c7e7f1cf32b1eb0c9d3464a0a529a,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USA1-WBNB,0x4ef68ab767281af6ade266b8b6974d590c380e7b,0,USA1,0x0a7253cdd4c30f9b547f552071161d32b4004e55,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
AEX-WBNB,0x0f30f998027adabd17a8effb225326f654b2ceae,0,AEX,0x894257887c42bfcedb69051bc6edcadeab2bbf96,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-GHT,0xb83ae7f9defb5a709bc3b4ef09578b41d68a3828,0,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,GHT,0x5a5b9c2608fd973ad18ef96f77cef83402a88fa2,18,18792
CRDMR-WBNB,0x0b81cd758b74b2f84e227a62587bc28fdcadf7b8,0,CRDMR,0x2c487e4cb92ca80c22b2693b67d49437deae8f90,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MMT-WBNB,0x725cea20610f6dfa3958a6b7cecaeaa58837b2e3,0,MMT,0x6e195853ca6981093a289c0ed62359bda2972a45,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
TAX-WBNB,0x8d22896f1ded7c8afb283b16e665692196d7d6a2,0,TAX,0x49fa086baa2668bc1654fe0afd1791d68c0b7aa6,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BTCB-renBTC,0x3a310871d843a5aa1cdf4079406ed9080eab0a16,0,BTCB,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,18,18792,renBTC,0xfce146bf3146100cfe5db4129cf6c82b0ef4ad8c,8,18792
WBNB-EXT,0x092c9f8bc3f367354b03356d6b4c75471de798c8,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,EXT,0xfbf0b0c2bdcc8474b58f8d5bfbce4c349a0c4ef1,9,18792
ٱللَّٰه‎-WBNB,0xb7690ac6a77b8aa1eab28da1eeb5432a7c88e183,0,ٱللَّٰه‎,0x6eb2ea8bbd4d327fd790cc111ef741fd6361598b,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
TUNA-BUSD,0x7b3618271dddc4fed976ebeb0dbeb24a6edd6e3e,0,TUNA,0x6724667c2a7eaef618483f7e1d4da9b45609e872,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
WSPP-USDT,0x22eaeba49a9c1614701781817b0d553cbc75869c,0,WSPP,0x46d502fac9aea7c5bc7b13c8ec9d02378c33d36f,0,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
CONS-WBNB,0x12748fa7dc1b3b70d8a8571ff0e1ec9502551ca7,0,CONS,0x37c0cdf9046d3d22a0c41ee8a8dfd8ec9f4f047b,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-BTCB,0x9547675bd7127987e3b3e375f44684d8220ef255,0,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,BTCB,0x9938d01555dda343605e32dfa490471e9d1f0a65,18,18792
HASNT-WBNB,0x6dee7ff131cf4e62bfa9e83748d411fc673d518f,0,HASNT,0x950aab0f8f0b364482d0f723389ebb8cc5b4b39e,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Santa-WBNB,0x3904dc7710358e029ea94af7933b9ac0b1ad1204,0,Santa,0x4f1a6fc6a7b65dc7ebc4eb692dc3641be997c2f2,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
electric-WBNB,0x1047c780e69b8216ea299e0cc9fddace9e375368,0,electric,0xa3e8720353d5e6cdf2259422ae90850ff5887c38,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ETH-T1,0x790a7d0207e20a101e5f205377207e84294b3c75,0,ETH,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,18792,T1,0x65212c21706424b3d8b5524897cd4a28040d7743,18,18792
BABYCAKE-BUSD,0xec2b9972a8ce913ffe2a0a0bacd9215c661e3ac4,0,BABYCAKE,0xdb8d30b74bf098af214e862c90e647bbb1fcc58c,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
EHMET-WBNB,0x5fde3cdf9a99476aef009e21d5952a1b6967390b,0,EHMET,0xa4072b6bb0664098ef129da2bd181848862345c8,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
DAPF-WBNB,0x5f404016a45cd4a75910ac435b4c4615d6377f8b,0,DAPF,0x9c67ee6d0f3f12969abc92595b06cc1c93a60313,6,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
PAK-WBNB,0x1a7d63e230fffb2139f7cd25a3aa2a414d118170,0,PAK,0x566234d16d20e6b9505f44390c36fb429fb78d1f,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-DOGEMAM,0xaf9d09b2dd57d3ea80e3376c68b4c7560cd49377,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,DOGEMAM,0xf6ff1a5a949cfff9f0311bb6aefacf330be736fa,8,18792
RLPH-WBNB,0x864ef66bdca99461fe07641213a5cde1acb524aa,0,RLPH,0x98754e91f95720e31505e6778a9fee9b7e226b1c,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BRAIN-BUSD,0xb6887a61271005ca4d5b94930e9defec068145c3,0,BRAIN,0x9191191aecdfdd0ddf8f5724e1c6de38c3cbaff9,9,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
Fix-WBNB,0x0692377e3c5f5eed0828ac46d2cd01ec3024377d,0,Fix,0x251490ccdb5780a7298bc800ad09758080e395fe,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
XRP NFT Smart-WBNB,0xc393e72a7547b71af4e721886943ca78aba3b5f4,0,XRP NFT Smart,0xa80859d5d93b70510bcadfdcaaac32929b6da25a,6,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
DERC-WBNB,0xff5492c21516144a2e83fdfde11e05afacac419b,0,DERC,0x373e768f79c820aa441540d254dca6d045c6d25b,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-SHARIA,0x4584aca23707c628affb85251224b60f6c61552d,0,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,SHARIA,0x740d35b8f39333d91274672d18637f4228aef2c4,8,18792
USDT-TRTO,0x4fb0e8c8e3dfd6ae5e72e4758d5601e06ad5b53f,0,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,TRTO,0xfcf93a7ce9b1f5b80e7b1e630752d7045a2be985,18,18792
ANOM-WBNB,0x3f988f2aad61b6c196a9325a1e1fffda99eda4f8,0,ANOM,0x5224f552f110ec78e6e0468138950ae5f3040942,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ORBX-WBNB,0xf5ad8986bee21a2d62ce0f9d42416e31ef917aff,0,ORBX,0x49969019255d948dc2f1d9e4485aaea8cf701487,6,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT- VPT,0x65fb2d4ca8798f30b4cff571fdef68dfa09b4495,0,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168, VPT,0xdaf8ff7d3ed731b11b68c7b7d059d384311b6066,18,18792
WBNB-MNEB,0x8d1a8257d9a4f329755d754bfb0c01ae402d7d91,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,MNEB,0xd22202d23fe7de9e3dbe11a2a88f42f4cb9507cf,8,18792
BATMOON-WBNB,0x7a9f6d3998edca77f03f3ecc2e2a9c5f41f29b1b,0,BATMOON,0x2fb6a60bdf8a86c92692f57d5175985b33d64e76,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ttmcoin-WBNB,0x7dc76fd4ae2b28a9d54b2c66408782c2d4ec31b7,0,ttmcoin,0x5dd8a65459f65f18e6760b25bb7cb49dbe321c6e,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
👳I️CC-WBNB,0xf7d93836f67d75c22339c6bc41e4ed64dc083b4d,0,👳I️CC,0x94f14d18dab5eae2fabe116fb8f806b9fd271183,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ETH-TRTO,0xc1939f9f150db4b25701a18c75c3b25a78f2b121,0,ETH,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,18792,TRTO,0xfcf93a7ce9b1f5b80e7b1e630752d7045a2be985,18,18792
LVL-WBNB,0x3dcba2d2ac6280c1d9f8deb2bbc5f9e28062bd86,0,LVL,0xafec8fb49655bb396ebf6b1ade4dec93a6549710,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-HV,0xc26cd8ed5a7093bdb9c2dd25526446ba3a4ba404,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,HV,0xffa0627bff4b25179dd4ac9d3b8d46888fd71f65,18,18792
TSEDEK-WBNB,0xff5f974ab5f78886b88d3d0e71bccfadbcc27fcb,0,TSEDEK,0x6a1d0ed7e67183c75106aea32806534d55d16c9c,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FTM-BUSD,0x629884ee6fc76bfb8a7261822f0e9fec68996987,0,FTM,0xad29abb318791d579433d831ed122afeaf29dcfe,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
QMD-WBNB,0x1bea5e1effa732a08360ccdbe180bce5f40d5a0f,0,QMD,0x43f5c7247b0af6cd79dde132e2cefa01f1bac88f,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
99P-WBNB,0x1b85bafcbf20817ee68b4ef6fcea2ecd50edfa11,0,99P,0x4ebf91a97789a39b98c55278e7a8be72d15942ad,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-BUSD,0x99090620c57c74386a22e7c53e834dbd36121fb0,0,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,BUSD,0xdd70fe95bc0c5a63f811e7a71f8b099774cddb5a,18,18792
WBNB-GIA,0xd5eeb2608426de40a0adca34226656ca6a716694,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,GIA,0xd3574673a73e030ffe6271effce2a80ba842acf8,8,18792
PRC-BUSD,0x7d70a2aeed79881904da562321dc439d12fc5b34,0,PRC,0x0f48128537ad795b70fe0ff505386ede303db185,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
MBEP-WBNB,0xaeaa7714c5c6afe585c800e8f02a1e9bdc4de0bd,0,MBEP,0x059611daedba5fe0875ac7c76d7ce47ffe5c39c5,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-INDC,0x1b9e6c70bc3e1212d2ddc68a70a7de4d83640bd5,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,INDC,0xd3af8e09894d69e937e37eef46df1cbf82b35c81,9,18792
CBR-WBNB,0x0389dcba277220b515317b1ba0b0c9e90b7299ec,0,CBR,0x7c50201d7c1d2a4e7340cf6b56690fc6e892fcac,10,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-IGN,0x3370b40605b8f61c38e4c20ecb4a3a8963e8b475,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,IGN,0xf071af4da0d1c4f9bfd624c2c5eced7c5fe52573,18,18792
PUBG-WBNB,0x53f03884caf9e01c2f9863816730282679a2a348,0,PUBG,0x38c892094da95d8c15aa1250afa5b71efc7a65bc,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-TATE,0xc2bf1b88c34df63e350c54c0bdfea3e7ada28049,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,TATE,0xe671414cbcad96473a54e73a5a6f406ffd884c34,18,18792
SOLA-WBNB,0xe2bbc624aa99f8aa5cce93f0181150d27ffdf250,0,SOLA,0x62ba2db39babbb279e96be79865e8a67362ab331,6,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BTD-BUSD,0x99adc214e3735d5f9391811bcf21c4fdf91ae9df,0,BTD,0xe10b2fd29a9ccd02bc5909ea22e86e313946d4f5,5,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
ARFI-WBNB,0xea3f6422ffc018e32d4c8b3cf13ed470331b2415,0,ARFI,0x4e2cc67bcab5afb31dcd3125e6fd3dda7420a11c,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-A1,0xa474751a9312f207f69ebd13830f4b7ec10c6807,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,A1,0xc857481ed540edf63d3968582c09b484e400431c,18,18792
DWT-WBNB,0xe91ef669de68dcfac36ca096f80b8c01ed5fb5fa,0,DWT,0x4ba660883599a5ce4a75be11b4a55dc13a42b8e2,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
AiC-WBNB,0x2c161e95db61a3b8eb92a5b47a59d85af7795091,0,AiC,0x03c75d4f61c488d96a6db9e5835409bfd64b1069,4,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-BOSN,0x41f8c8d5f7a29c2f5bf7e59b6538b40ff055bd13,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,BOSN,0xedf9345972cf5de9185c54d2a4ffc787812bdbf5,8,18792
WBNB-GIG,0xf009328050459bb712bfe5bee7e8ab2d17c02e10,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,GIG,0xf1b79551a404d778050935690c67a72078cc25fd,18,18792
WBNB-WDBANK,0x0ca16c0119c09fc6f87213383ce85035553a7c45,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,WDBANK,0xfc361a07510e5711fa94a7d861acc2415436254a,18,18792
WBNB-SushiInu,0x0fbd4c5b9677025860cbc3973a0de09e99a80bb3,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,SushiInu,0xc2836075c93d10d474ed3437125de2689f253ee2,0,18792
FLUF-WBNB,0xd3f0ddb298475122266875be735dd30d31d2ebe2,0,FLUF,0xa3abe68db1b8467b44715eb94542b20dc134f005,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
STRL-WBNB,0xb7b6dd35ed0dbc6bc79ad2adba7e43119c99ba13,0,STRL,0xb11522c9b1f759eb43c0dc28f4086ac98edeb827,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
CERBERUS-WBNB,0x1a37e13e93a9137902169d321aca828b0cfba11f,0,CERBERUS,0x8b3268a23131dafbd77165690767f285c1aac6c5,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
YT-WBNB,0x9457f962c1f4cc5a3719ea19a1edee6b10802f55,0,YT,0x7fff5753f3fb40b3a940691ff6fb40e5633f6240,1,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MVRS-WBNB,0x7900a38bb47b385fa8de1a90ea0c058b9e162bca,0,MVRS,0xa5fd63b9b300664f7bf342407c37b4af4fecdbe1,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Wcomp-WBNB,0xc123af27980e5c0840166f7d509ecc7dc79e57ea,0,Wcomp,0x0b771e34526886d9fff8e764cf557d1cb5943c89,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
KETCHUP-BUSD,0xb133d9497d31f6b064459fc69366be90eaeb1a34,0,KETCHUP,0x714a84632ed7edbbbfeb62dacf02db4beb4c69d9,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
GKF-WBNB,0xc6017a7e5fc4777890c487ef320eb774af5fcdff,0,GKF,0x122de580a9456f4015aa3ec095485ed7656ed63f,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
PSC-WBNB,0x7a9f4c827e1e576f5bce4f1c6abe10f797b6880a,0,PSC,0x927f8de204766e011e66abef6d3ea1db33d20cfa,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-KEY,0xbba7c6d9ddbcbf24d6ed7b7249572de9d0d86d55,0,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,KEY,0xeb572e6891255fe2e69ce191e28423b0a70c7c47,18,18792
USDT-AD2,0xf4f55f4646a7e204f86dc578fe77fb981f012a74,0,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,AD2,0xc4acd115f1ceebd4a88273423d6cf77c4a1c7559,8,18792
MetaCat-WBNB,0x0ee014894b32e8a8069bd715b14f962e68c9bac0,0,MetaCat,0x8ddede5a7f81d7c434e5a9032bf42ddd290ed1fe,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
P2P-BUSD,0xc3de3fd8a1df2104acfff476cbf0b4f2edfc5096,0,P2P,0x041837622b3f67fee9d91c61293397e659eed337,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
WBNB-AD2,0x57791137658c32a60981b5a4432a26292940c8bc,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,AD2,0xc4acd115f1ceebd4a88273423d6cf77c4a1c7559,8,18792
BNP TOKEN-WBNB,0x90597bebd788951b241c1f3510d21c36a2a298fc,0,BNP TOKEN,0xbad4b61797f60a0af7ae9667fcc8ace12d2e2d00,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-OHR,0x6a0f61655fbed8510dac528400f70dc7d6824441,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,OHR,0xbefd558260cc53adab6939715f16786ee0d0ddb2,18,18792
MUHI-WBNB,0xfa37ddfabfb918f07d73dbe90d02f90511a53cb7,0,MUHI,0x96fca85cb314c06b2a3ef3ec2f06079b53844387,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
POLS-WBNB,0x01f75673944955d68802542b51fd77368b4eaf02,0,POLS,0x7e624fa0e1c4abfd309cc15719b7e2580887f570,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
TRLF-WBNB,0xc72cf201fa3702b447587d48ee79209c19e8a9d7,0,TRLF,0x2396f0f879c2f87d2d570ef9884481bf432e899d,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDG-BUSD,0xe793668ea7b0040f9afee833af3bdb2afd43a38c,0,USDG,0x2ca5727941e39b617d39a6ff5e6fa333e7631096,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
WEX-WBNB,0xcdba99c211acf4d24e16ee0d7e836091c733e3cb,0,WEX,0xa9c41a46a6b3531d28d5c32f6633dd2ff05dfb90,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
